CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100006A,0.0,PRODUCT 1,F,1620.0,3752.19,356.24,Secondary,Married,House,0.008019,52.068493,3039.0,9833.0,2437.0,N,0.0,2.0,0.5025213,0.6504417,0.5108011,617.0,0.0,Payroll,0.0,Y,1.0,euros,9.0,479.45,0.0,1702.88,8262.0,0.0,29397.95,10879.38,0.0,31503.11,0.21782988,0.0,3.0,5.0,1.0,0.0,0.0,ES1821489396v00XXX,2021-12-31,0.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100069A,0.0,PRODUCT 1,M,4320.0,7685.5,327.19,Secondary,Single,House,0.00733,38.865753,1743.0,2128.0,4982.0,Y,10.0,2.0,0.5025213,0.25673705,0.70769936,112.0,3.0,Payroll,0.0,Y,14.0,euros,7.0,362.09,0.0,1296.55,4239.0,0.0,12193.69,3815.1,0.0,11659.41,0.21781819,0.0,1.0,6.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100070P,0.0,PRODUCT 1,M,6480.0,14734.82,562.79,Bachelor,Single,House,0.032561,56.28493,2091.0,6846.0,566.0,Y,2.0,1.0,0.5025213,0.65359724,0.3392877,1377.0,0.0,Payroll,0.0,Y,1.0,euros,2.0,166.55,159.0,325.55,1958.28,1636.09,3594.37,1642.52,1566.65,3209.17,0.21780425,0.09866193,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100096A,1.0,PRODUCT 1,F,972.0,3024.0,175.12,Secondary,Married,House,0.028663,67.928764,0.0,5391.0,4199.0,N,0.0,2.0,0.5025213,0.023952367,0.72094417,0.0,0.0,Pension,0.0,Y,,euros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100124C,0.0,PRODUCT 1,M,2700.0,5379.26,343.76,Secondary,Single,House,0.059364,65.89315,0.0,7040.0,4053.0,N,0.0,1.0,0.5025213,0.71031785,0.5549468,1080.0,8.0,Pension,1.0,Y,,euros,13.0,261.87,0.0,1431.04,4752.0,0.0,19315.91,5410.64,0.0,21638.39,0.10243341,0.0,4.0,7.0,2.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100145E,0.0,PRODUCT 1,F,2430.0,3128.71,201.47,Secondary,Single,House,0.01885,44.60822,4375.0,762.0,1494.0,Y,8.0,2.0,0.6470449,0.7464864,0.7394118,1782.0,3.0,Payroll,0.0,Y,2.0,euros,6.0,352.95,75.76,1011.29,8640.0,347.22,16757.13,9826.11,364.39,19001.95,0.101411745,0.0,0.0,5.0,1.0,0.0,3.0,ES1821027155n00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,22.0,euros
ES182100151I,0.0,PRODUCT 1,M,1620.0,2184.19,141.26,Bachelor,Single,House,0.019101,45.265755,1451.0,4101.0,66.0,N,0.0,1.0,0.5025213,0.69521916,0.7295667,398.0,1.0,Payroll,0.0,N,1.0,euros,3.0,324.0,0.0,402.43,6480.0,0.0,7020.0,6480.0,0.0,7140.91,0.0,0.0,1.0,2.0,0.0,0.0,1.0,ES1822355232m00XXX,2021-12-31,6281.15,6480.0,594.0,594.0,0.0,0.0,259.2,1.0,1.0,10.0,euros
ES182100152A,0.0,PRODUCT 1,F,1890.0,3052.94,116.64,Secondary,Married,Public housing,0.010032,44.063015,2764.0,7358.0,4654.0,N,0.0,2.0,0.5025213,0.16544208,0.7490217,1761.0,4.0,Payroll,0.0,Y,2.0,euros,11.0,488.73,0.0,2148.09,17280.0,0.0,48761.51,19332.86,0.0,61562.7,0.10426756,0.0,2.0,9.0,0.0,0.0,2.0,ES1822468880f00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100199U,0.0,PRODUCT 1,F,1350.0,3234.6,226.69,Secondary,Married,House,0.022625,57.145206,472.0,8167.0,4411.0,N,0.0,2.0,0.5025213,0.70442444,0.27644068,738.0,1.0,Payroll,0.0,Y,22.0,euros,1.0,219.98,219.98,219.98,1959.34,1959.34,1959.34,2127.44,2127.44,2127.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100269Z,0.0,PRODUCT 1,M,2160.0,5129.41,279.83,Secondary,Married,House,0.010276,30.630136,1313.0,4774.0,3699.0,N,0.0,2.0,0.5025213,0.28589788,0.44896227,177.0,2.0,Payroll,0.0,Y,1.0,euros,2.0,245.42,0.0,245.42,2592.0,0.0,2592.0,3105.22,0.0,3105.22,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
