CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100018E,0.0,PRODUCT 1,F,2268.0,9284.17,393.34,Secondary,Married,House,0.010006,39.953426,203.0,615.0,2056.0,N,0.0,2.0,0.72193974,0.6426562,0.5108011,188.0,0.0,Payroll,0.0,Y,31.0,euros,4.0,1138.87,50.16,1856.15,6861.29,441.66,14321.45,6436.37,441.66,13727.5,0.108916804,0.0,0.0,4.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100023A,0.0,PRODUCT 1,F,1080.0,6533.89,210.76,Bachelor,Single,House,0.015221,31.09041,2038.0,1021.0,3964.0,N,0.0,2.0,0.5025213,0.5866171,0.47764915,1850.0,2.0,Payroll,0.0,Y,9.0,euros,4.0,201.87,27.0,427.0,2160.0,540.0,4739.85,2870.91,540.0,5448.82,0.10137953,0.0,0.0,4.0,0.0,0.0,2.0,ES1821499902s00XXX,2021-09-29,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100108T,0.0,PRODUCT 1,F,2052.0,6540.48,375.46,Secondary,Married,House,0.006629,35.0137,1415.0,5146.0,870.0,N,0.0,5.0,0.5025213,0.756668,0.64136827,546.0,0.0,Payroll,0.0,Y,1.0,euros,1.0,303.24,303.24,303.24,1511.46,1511.46,1511.46,1474.74,1474.74,1474.74,0.16853775,0.16853775,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100162C,0.0,PRODUCT 1,F,1350.0,6568.13,218.59,Secondary,Single,House,0.020246,57.70137,0.0,5439.0,4488.0,N,0.0,1.0,0.5935671,0.59824324,0.23272477,1594.0,2.0,Pension,0.0,Y,,euros,9.0,417.21,0.0,1666.13,8100.0,0.0,32549.04,9211.97,257.04,35853.35,0.29411924,0.0,0.0,6.0,2.0,1.0,3.0,ES1822137473e00XXX,2021-12-31,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100237M,0.0,PRODUCT 1,F,1728.0,15460.2,453.6,Secondary,Married,Rented apartment,0.010966,37.816437,281.0,640.0,3215.0,N,0.0,4.0,0.5025213,0.54703623,0.21762852,533.0,1.0,Payroll,0.0,N,16.0,euros,1.0,114.95,114.95,114.95,1526.04,1526.04,1526.04,563.65,563.65,563.65,0.70292574,0.70292574,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100249U,0.0,PRODUCT 1,F,810.0,916.92,54.16,Secondary,Married,House,0.0105,41.89863,5317.0,4699.0,4753.0,N,0.0,4.0,0.6364983,0.09344532,0.5190973,1655.0,0.0,Payroll,0.0,Y,22.0,euros,4.0,41.12,0.0,59.03,396.94,180.04,1330.76,396.94,179.12,1325.57,0.10042994,0.0,0.0,2.0,0.0,2.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100299W,0.0,PRODUCT 2,F,1350.0,6480.0,324.0,Secondary,Married,House,0.006008,52.17808,11916.0,6644.0,2566.0,N,0.0,2.0,0.5025213,0.70476127,0.5884878,1393.0,3.0,Payroll,0.0,Y,4.0,euros,6.0,540.0,0.0,1580.36,9990.0,0.0,19267.09,10860.32,0.0,31783.86,0.101388656,0.0,1.0,5.0,0.0,0.0,3.0,ES1821960243f00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100322M,0.0,PRODUCT 1,M,2700.0,3056.4,322.49,Secondary,Married,House,0.00733,52.868492,554.0,7173.0,2853.0,Y,20.0,4.0,0.5025213,0.73170966,0.6380435,1644.0,0.0,Payroll,0.0,Y,1.0,euros,3.0,496.78,86.62,721.66,2831.61,704.16,5051.01,2831.6,459.97,4623.91,0.4028299,3.115418E-6,0.0,3.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100338P,0.0,PRODUCT 1,F,3240.0,7560.0,279.29,Secondary,Married,House,0.008019,58.334248,1491.0,11804.0,4059.0,N,0.0,2.0,0.7867045,0.7548313,0.47045612,115.0,3.0,Payroll,1.0,N,52.0,euros,14.0,1182.91,0.0,3281.05,21600.0,0.0,78982.64,22626.43,0.0,85826.3,0.098396055,0.0,6.0,5.0,3.0,0.0,1.0,ES1821298559o00XXX,2021-12-31,1649.92,3240.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,12.0,euros
ES182100339K,0.0,PRODUCT 2,M,1998.0,5940.0,297.0,Secondary,Married,House,0.011703,59.0,2828.0,3182.0,4673.0,N,0.0,2.0,0.5025213,0.76661545,0.778904,1560.0,5.0,Payroll,0.0,Y,1.0,euros,5.0,229.01,0.0,398.15,3510.0,0.0,4860.0,3889.94,0.0,7397.24,0.0,0.0,2.0,3.0,0.0,0.0,3.0,ES1822556918h00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,euros
