CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100105H,0.0,PRODUCT 1,F,2322.0,2700.0,285.07,Secondary,Married,House,0.031329,54.27397,8862.0,4493.0,3043.0,N,0.0,2.0,0.76515394,0.25475997,0.41184855,1733.0,4.0,Payroll,0.0,Y,6.0,euros,14.0,510.43,88.99,3476.54,2700.0,292.68,18108.74,2789.1,300.4,17534.5,0.55587924,0.0,0.0,12.0,2.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100138V,0.0,PRODUCT 1,M,1620.0,9897.88,350.68,Bachelor,Married,House,0.04622,39.28493,0.0,1104.0,4620.0,Y,5.0,2.0,0.6674963,0.6075618,0.5726825,242.0,0.0,Pension,0.0,N,,euros,2.0,176.21,27.0,203.21,1306.64,540.0,1846.64,1421.6,540.0,1961.6,0.0,0.0,0.0,2.0,0.0,0.0,1.0,ES1821257287v00XXX,2021-11-30,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100139H,0.0,PRODUCT 1,F,1890.0,3628.1,288.2,Secondary,Married,House,0.010276,36.4,2305.0,6685.0,4955.0,N,0.0,3.0,0.5677755,0.60140836,0.09631869,1868.0,3.0,Payroll,1.0,N,1.0,euros,11.0,229.66,0.0,874.54,3769.2,0.0,8297.53,3392.28,0.0,10235.16,0.10890909,0.0,1.0,6.0,3.0,1.0,3.0,ES1822773880y00XXX,2021-12-31,3563.87,3240.0,10.8,37.46,26.66,0.0,0.0,1.0,2.0,74.0,euros
ES182100166A,0.0,PRODUCT 1,F,702.0,1833.84,182.9,Secondary,Married,Public housing,0.025164,39.339725,1894.0,2908.0,4480.0,N,0.0,5.0,0.5025213,0.5248176,0.15663983,160.0,4.0,Payroll,0.0,Y,6.0,euros,7.0,167.09,27.0,681.18,1350.0,255.96,4729.05,1439.1,237.98,4877.93,0.1783371,0.0,0.0,7.0,0.0,0.0,3.0,ES1821770082p00XXX,2021-12-31,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100183G,0.0,PRODUCT 1,F,1242.0,2878.2,281.93,Secondary,Single,House,0.018634,67.75069,0.0,4047.0,4523.0,N,0.0,1.0,0.5025213,0.60043293,0.7958031,1183.0,0.0,Pension,0.0,Y,,euros,2.0,70.09,18.03,88.12,646.92,180.36,827.28,630.29,162.32,792.61,0.10890909,0.101377696,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100186U,0.0,PRODUCT 1,F,1404.0,3234.6,157.14,Secondary,Single,House,0.00702,59.89315,0.0,830.0,4830.0,N,0.0,1.0,0.5025213,0.6413042,0.5190973,2025.0,0.0,Pension,0.0,Y,,euros,2.0,122.06,34.68,156.74,1187.46,341.82,1529.28,1174.45,285.44,1459.89,0.24322924,0.100045934,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100213B,0.0,PRODUCT 1,F,594.0,3341.52,239.17,Secondary,Married,House,0.031329,38.00822,1282.0,632.0,5042.0,N,0.0,4.0,0.5497171,0.4953661,0.5814837,2690.0,0.0,Payroll,1.0,N,22.0,euros,1.0,59.05,59.05,59.05,540.0,540.0,540.0,540.0,540.0,540.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100247S,0.0,PRODUCT 1,F,2700.0,4835.27,232.58,Secondary,Married,House,0.010147,54.558903,3408.0,7647.0,3444.0,N,0.0,2.0,0.5824924,0.6577836,0.19633396,1498.0,4.0,Payroll,0.0,Y,12.0,euros,10.0,517.42,53.22,2217.56,16470.0,286.15,49958.59,18426.64,301.27,54840.29,0.09865905,0.0,0.0,10.0,0.0,0.0,5.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100261Y,0.0,PRODUCT 1,F,1080.0,6264.0,266.92,Secondary,Married,House,0.026392,41.02466,2389.0,7478.0,4099.0,N,0.0,2.0,0.5025213,0.50809216,0.5424451,2649.0,1.0,Payroll,0.0,Y,32.0,euros,11.0,430.62,0.0,2049.02,5454.0,0.0,11661.68,6164.59,0.0,27756.0,0.0,0.0,1.0,4.0,5.0,1.0,3.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100314Z,0.0,PRODUCT 1,M,3510.0,2878.2,311.53,Secondary,Married,House,0.01885,29.556164,2573.0,5248.0,3478.0,N,0.0,4.0,0.21771978,0.7807634,0.77008706,1073.0,0.0,Payroll,0.0,N,2.0,euros,6.0,201.03,125.9,990.84,2700.0,1080.0,12781.26,2700.0,1151.28,13177.89,0.07017565,0.0,0.0,3.0,3.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
