CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100077E,0.0,PRODUCT 1,M,2160.0,15076.8,487.89,Secondary,Single,House,0.059364,33.01096,579.0,6105.0,1.0,N,0.0,1.0,0.28678307,0.6473478,0.5620605,295.0,8.0,Payroll,0.0,Y,30.0,euros,26.0,586.96,0.0,1267.39,13770.0,0.0,18526.75,16132.88,0.0,20899.3,0.10892573,0.0,10.0,4.0,12.0,0.0,1.0,ES1821691588w00XXX,2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100082K,0.0,PRODUCT 1,M,2160.0,5400.0,253.31,Bachelor,Married,House,0.01885,32.90137,2844.0,1377.0,3656.0,N,0.0,4.0,0.35770655,0.6865048,0.3944954,1003.0,2.0,Payroll,0.0,N,1.0,euros,15.0,466.0,0.0,3435.35,13770.0,0.0,94315.54,15369.53,0.0,98797.21,0.19154024,0.0,2.0,4.0,9.0,0.0,0.0,ES1822628319h00XXX,2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,30.0,euros
ES182100118U,0.0,PRODUCT 1,F,1080.0,8100.0,318.49,Secondary,Single,House,0.026392,61.564384,0.0,217.0,4323.0,N,0.0,1.0,0.5025213,0.6263029,0.5108011,0.0,0.0,Pension,0.0,Y,,euros,2.0,271.27,183.58,454.85,2512.14,1836.0,4348.14,2427.57,1652.4,4079.97,0.10890909,0.102135755,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100153I,0.0,PRODUCT 1,M,2430.0,13295.77,390.31,Secondary,Married,House,0.031329,50.446575,1895.0,10826.0,1947.0,Y,15.0,2.0,0.5025213,0.6680204,0.3539876,1192.0,5.0,Payroll,0.0,Y,10.0,euros,7.0,490.0,0.0,1100.9,10638.0,0.0,15595.36,11564.8,0.0,18661.48,0.10894796,0.0,1.0,6.0,0.0,0.0,4.0,ES1821496951e00XXX,2021-12-31,1617.12,1890.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,61.0,euros
ES182100154L,0.0,PRODUCT 2,M,1728.0,2160.0,108.0,Secondary,Married,House,0.030755,33.30685,2995.0,4055.0,267.0,N,0.0,2.0,0.12739295,0.4949616,0.73801965,329.0,1.0,Payroll,0.0,N,2.0,euros,2.0,196.19,63.92,260.11,2101.9,475.09,2576.99,2101.9,462.83,2564.73,0.10140726,0.0,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100190D,0.0,PRODUCT 1,M,1944.0,3164.24,297.38,Bachelor,Married,House,0.022625,38.279453,4472.0,464.0,4529.0,Y,3.0,2.0,0.5349986,0.58585864,0.7886808,1161.0,3.0,Payroll,0.0,N,6.0,euros,11.0,346.56,118.11,2523.93,4050.0,0.0,19980.0,5162.24,1080.0,28574.42,0.0,0.0,0.0,10.0,1.0,0.0,7.0,ES1822342139x00XXX,2021-12-31,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100208E,0.0,PRODUCT 1,M,2160.0,10666.08,348.19,Secondary,Married,House,0.007114,34.652054,2802.0,2109.0,4594.0,N,0.0,3.0,0.34271222,0.63445497,0.7062051,1127.0,2.0,Payroll,0.0,N,2.0,euros,4.0,228.8,0.0,514.99,5400.0,0.0,7019.84,5400.0,0.0,7019.84,0.0,0.0,1.0,3.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100230Z,0.0,PRODUCT 2,F,1620.0,4860.0,243.0,Secondary,Married,House,0.008474,52.246574,837.0,6789.0,2595.0,N,0.0,2.0,0.6215554,0.37154332,0.18088798,481.0,2.0,Payroll,0.0,N,2.0,euros,7.0,131.9,0.0,580.88,2572.34,0.0,8055.45,2893.05,0.0,8346.78,0.10894499,0.0,2.0,3.0,2.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100290S,0.0,PRODUCT 1,M,1620.0,2689.63,212.49,Secondary,Single,House,0.022625,40.345207,142.0,3458.0,2690.0,N,0.0,1.0,0.40556008,0.25872833,0.23791608,1053.0,6.0,Payroll,1.0,N,1.0,euros,23.0,418.96,0.0,4139.58,10800.0,0.0,62373.83,12938.4,0.0,81405.11,0.1018554,0.0,1.0,13.0,9.0,0.0,2.0,ES1821532503z00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,13.0,euros
ES182100298V,0.0,PRODUCT 1,F,3240.0,5685.12,584.12,Secondary,Married,House,0.020713,44.446575,3077.0,3425.0,5501.0,N,0.0,2.0,0.5025213,0.49231055,0.5108011,1485.0,4.0,Payroll,0.0,Y,2.0,euros,6.0,829.53,0.0,1919.2,14040.0,0.0,20147.94,14855.45,0.0,26006.45,0.46587142,0.0,1.0,4.0,1.0,0.0,0.0,ES1822253578l00XXX,2021-11-30,4044.26,5400.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,29.0,euros
