CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100024I,0.0,PRODUCT 2,M,1620.0,5130.0,256.5,Secondary,Married,House,0.015221,50.005478,4286.0,298.0,1800.0,Y,7.0,2.0,0.5656549,0.11337452,0.5108011,296.0,0.0,Payroll,0.0,Y,2.0,euros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100037X,0.0,PRODUCT 1,F,1080.0,2388.1,250.72,Secondary,Married,House,0.010032,35.545204,4404.0,7123.0,4464.0,N,0.0,2.0,0.5025213,0.5594668,0.79813725,2766.0,2.0,Payroll,0.0,N,5.0,euros,5.0,307.15,63.67,1020.71,1890.0,460.62,7808.56,2263.68,548.64,8439.66,0.06273742,0.0,0.0,3.0,2.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100047A,1.0,PRODUCT 1,M,2430.0,14322.96,420.34,Secondary,Married,House,0.025164,47.89589,1262.0,1182.0,1029.0,N,0.0,2.0,0.5025213,0.3068406,0.32016337,1075.0,4.0,Payroll,0.0,Y,1.0,euros,6.0,380.1,55.04,1205.99,8100.0,0.0,17468.46,8933.98,412.61,24394.93,0.10890909,0.0,0.0,4.0,2.0,0.0,1.0,ES1821472630m00XXX,2021-09-29,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100126U,0.0,PRODUCT 2,M,1620.0,2160.0,108.0,Secondary,Married,House,0.04622,35.342464,782.0,2124.0,3888.0,N,0.0,4.0,0.5025213,0.7050933,0.5744466,1091.0,0.0,Payroll,0.0,Y,14.0,euros,2.0,371.47,106.99,478.47,2250.56,2069.5,4320.05,2069.5,2025.49,4094.98,0.10891693,0.0,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100175M,0.0,PRODUCT 1,F,2430.0,15012.86,540.81,Secondary,Married,House,0.010147,44.646576,266.0,164.0,4568.0,N,0.0,3.0,0.58036697,0.76364857,0.32965505,1683.0,0.0,Payroll,0.0,Y,39.0,euros,1.0,61.62,61.62,61.62,372.06,372.06,372.06,311.15,311.15,311.15,0.21289127,0.21289127,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100243T,0.0,PRODUCT 1,M,1350.0,1940.76,166.0,Bachelor,Married,House,0.028663,26.630136,573.0,689.0,2193.0,N,0.0,2.0,0.5025213,0.39407492,0.45432106,1197.0,3.0,Payroll,0.0,Y,1.0,euros,13.0,343.38,0.0,1314.66,4050.0,0.0,10816.25,5075.78,0.0,14173.92,0.20206404,0.0,1.0,9.0,3.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100323U,0.0,PRODUCT 1,M,5400.0,18900.0,669.6,Bachelor,Married,House,0.026392,49.89863,2363.0,4627.0,1761.0,Y,3.0,2.0,0.5025213,0.6636952,0.5108011,206.0,0.0,Payroll,0.0,Y,1.0,euros,1.0,100.0,100.0,100.0,809.24,809.24,809.24,880.47,880.47,880.47,0.0,0.0,0.0,1.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100388B,0.0,PRODUCT 1,F,1188.0,6222.74,248.35,Secondary,Single,House,0.00702,51.860275,4145.0,10610.0,2482.0,N,0.0,1.0,0.8307368,0.34379178,0.6722429,55.0,0.0,Payroll,0.0,Y,24.0,euros,5.0,85.05,0.0,209.6,1348.92,0.0,3055.7,1348.92,0.0,2993.44,0.14210476,0.0,1.0,3.0,0.0,1.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100397K,0.0,PRODUCT 1,F,1728.0,17006.22,450.14,Secondary,Married,House,0.006233,62.375343,2998.0,10042.0,4410.0,N,0.0,2.0,0.5025213,0.7909698,0.71949077,2552.0,2.0,Payroll,0.0,Y,4.0,euros,2.0,781.74,533.1,1314.84,18900.0,14580.0,33480.0,20247.19,16061.92,36309.11,0.0,0.0,0.0,2.0,0.0,0.0,2.0,ES1822652692c00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,27.0,euros
ES182100437K,0.0,PRODUCT 1,F,810.0,9810.72,371.41,Secondary,Married,House,0.035792,58.632877,0.0,3940.0,4642.0,N,0.0,3.0,0.7417826,0.7307513,0.63637614,407.0,2.0,Pension,0.0,Y,,euros,11.0,271.43,0.0,565.64,5400.0,0.0,16425.07,5400.0,0.0,12246.34,0.10001623,0.0,5.0,4.0,2.0,0.0,2.0,ES1821782313p00XXX,2021-12-31,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
